Review Number,Review Text,Store
59,"Large store with plenty of choice at good value, handy underground car park, tho not the easiest place to exit onto main road if going right",Aldi
60,Great discounts. The only problem are the local teenagers riding bikes in the underground car park. The security does seem to be doing anything with this.,Aldi
61,"Staff very Competent and Helpful got a Refund on an article that was not good, but the Assistant was  very quick dealing with  it to my satisfaction and was very pleasant about. Lo I'm",Aldi
62,"Earlier at Aldi, East Wall, Dublin
The 2 mètre distancing is controlled at the entrance, but why nobody in the store to check that people behave the same way?
An ignorant b**** pushed my partner to grab something over him and touching him(did not have gloves on) . When he asked her to keep her distance, she just say F. O.
As there was no manager or security around, he walked away and said nothing in case she would have became more aggressive (like spitting)
Disgraceful behaviour!",Aldi
63,"Always will find something unusual in the middle section that I didn't know I needed. Great offers, and range of products for constantly low cost",Aldi
64,Got some tools great value love going der,Aldi
65,"Big, well stocked Aldi. Plenty of parking and even some bike racks, and now there's a good Lidl right across the road (so you can fulfil all your German supermarket needs in one stop!)",Aldi
66,"Store is fine, till staff are friendly, security guard is incredibly condescending, rude, and picks on people for no obvious reasons. I've seen this a few times. I don't go here anymore because of him.",Aldi
67,Shopped there today and a few people were not wearing masks. I spoke to the security guy who had not been on the door as I had gone in....and his reply was that there was nothing he could do! Could he not have been there and could he not have asked!!!!,Aldi
68,"Good amount of free parking space, and easily accessible store via escalators and a lift. The store is well stocked and staff are nice too.",Aldi
69,"Enough parking space for grocery runs.
They don't replenish the shelves that much between 20:30 and 21:00 in the evenings, so not the best place for late shopping.",Aldi
70,"Why did they make it so frustrating to get in the store itself? Walk in the ground floor, and either take the escalators 2 stories up or one of the two slowest elevators in Dublin.",Aldi
71,East Wall Aldi is always a pleasure to shop in. Being short of stature I sometimes struggle with the height of shelves but there's always a cheery staff member willing to help me fetch something down to me.,Aldi
72,"Great shop,great prices and staff at great help",Aldi
73,I have been living next to aldi around 6 months still enjoy shopping there but  2 things about it now there is lidl next to it and also the fact the shopping part located upstairs it takes bit of time if you want to pick up something quick.,Aldi
74,Best Deals in the whole of the country as far as I am concerned. They never miss with their value for money all day every day 🙌🏾🙌🏾🙌🏾 …,Aldi
75,"This Aldi suffers from its location because they seem to have less decent stock, less replenishing of stock than, say, Aldi in Deansgrange. I'm calling it as it is lads - our money in East Wall is as good as anywhere else. Stock our Aldi appropriately please.",Aldi
76,Nearly always has free parking available. Lidl directly across the road for choice. Reduced opening hours at present.,Aldi
77,"Nice big store, always stocked, friendly staff and there's not much waiting around to be served unlike lidl.",Aldi
78,Good selection of items and helpful staff,Aldi
79,"My favourite food shop.Lovely coffee beans and sourdough bread are just two reasons to visit, the meat is first class.",Aldi
80,Good for bic shop for reasonably priced goods with some specials,Aldi
81,"My first time to shop here . I got everything I needed,  also there is good car parking.",Aldi
82,"Good shopping experience, pretty spacious aisles and fast checkout thanks to the staff.",Aldi
83,"Cheap and cheerful. Parking included. Nearby LIDL, McDonald's and Starbucks make this great all-in location for shoppers.",Aldi
84,Great Shop,Aldi
85,They hv a great offers plus good space for parking.  Great deals too.,Aldi
86,"Great shopping center where to find groceries, a huge selection of wines and other drinks, fresh veggies and a super customer service all the time.",Aldi
87,"Parking ahhh it's very tight if you have a long vehicle.
The usual Aldi . But it's on a busy road give your self time to get out !!!",Aldi
88,"Best aldi ever, staff are so nice, great selection plus this shop is updating their produce consistently.......... Always leave with a NEW PRODUCT.........",Aldi
89,"Great staffs, easy parking, good range of products, but should have a customer toilet",Aldi
90,No easy competition with the Lidl just across the street.,Aldi
91,Hi friendly and verry helpfull well done aldi... Christy,Aldi
92,Parking great. Shop has wonderful selection of food. Fruit and veg excellent,Aldi
93,"Very clean, modern store and easy to get around. Staff are helpful and friendly.",Aldi
94,Everything is very good price we are so lucky to have the shop around the corner near our house,Aldi
95,Great value nice shop when people leave there kids at home or under control,Aldi
96,Great place nice staff very helpful and good selection of all daily supplies,Aldi
97,"Very nice stuff, the old security guy very nice and helpful, always fresh products and very good prices, I love Aldi, thanks.",Aldi
98,"I call in whenever I am passing and I am always pleased with the range of goods,the presentation of the store and the level of service.",Aldi
99,I always have only good experience here. Great value for money and lovely service.,Aldi
100,Great store. Reasonable prices. Very nice staff.,Aldi
101,"Great range of products,  found this place to have best prices amoung big super stores",Aldi
102,Efficient but tedious queuing system due to the layout of the store and carpark. Good store selection,Aldi
103,"I enjoy shopping, friendly staff, great prices, easy parking, lifts, its very good.",Aldi
104,Its nice and clean shop.Stuff are very nice and helpful,Aldi
105,very clean store staff are friendly and helpful great shopping experience,Aldi
106,Great store great staff always have what I need. Great parking and location,Aldi
107,"I really like this shop, very clean and always well stocked.",Aldi
108,"Great store to shop in, easy parking and toilet facilities, and some great bargains",Aldi
109,There score is absolutely brilliant to  say very pleased store staff absolute  great,Aldi
110,"Good value for money, friendly and helpful staff and good variety of products.",Aldi
111,Good value as you expect with ALDI. Car PArk is tight and it is not the biggest ALDI. Good deals though and staff nice,Aldi
112,Good store and service even well stocked in the current circumstances,Aldi
113,They have evertything you need in the  grocery  and household and gardening line  at competitive prices.The staff is very friendly and helpfull.,Aldi
114,"One of the nicest Aldi Store, room to move, busy but never too packed.",Aldi
115,For a place that claims it's supporting Irish produce we found that its smoked salmon had no place of origin recorded. Disturbing.,Aldi
116,Quality food and special offers at amazing prices compared to the traditional supermarkets,Aldi
117,Super nice shop with everything you need for really cheap. Parking available,Aldi
118,"Surprisingly good quality for the price, especially chocolate, milk and cereals/granola",Aldi
119,"Great place to shop, staff very friendly 5 star's",Aldi
120,Aldi east wall great prices and quality food products. Convenient and clean,Aldi
121,They are really pocket friendly when you compare it to other competitors like Tesco n Spar.,Aldi
122,Bog standard Aldi with bargain prices for the grocery shop and random special offers. Best value supermarket in the area for sure,Aldi
123,Baby sale on. Great value at an affordable price. Go early for popular items.,Aldi
124,Friendly staff.lovely shop.shelves well stock.,Aldi
125,"The only Aldi store I go on a regular basis. Nice parking lot, very big store and with everything I need from them.",Aldi
126,Excellent value and parking on site. Loses a star as Aldi in Rathmines is slightly better.,Aldi
127,Love shopping here parking everything is great my favourite place to shop,Aldi
128,Id give it 5 but as with all Aldis' it was identical. It was a well stocked shop and the staff were friendly.,Aldi
129,I do my everyday shopping at Aldi as they have the best prices for household items and food.,Aldi
130,Love Aldi. Decent products at resonable prices. This particular one is very new and modern with covered parking.,Aldi
131,"Lovely large well-stocked Aldi branch, with car park.",Aldi
132,"Second time i go there, second time it miss something at the end. Good shop though.",Aldi
133,"Nice shop as Aldis go, staff friendly and shop is quiet so queues usually short",Aldi
134,Would be nice if they did Irish food in England as they make a lot of money from Irish produce.,Aldi
135,"I find it a very nice place to shop, and would recommend it.",Aldi
136,"Really cool shop, great prices, good parking.",Aldi
137,"Nice shop for everyday shopping, very good prices compared to city center markets",Aldi
138,Friendly staff and well stocked with value for money items,Aldi
139,Love this store. Excellent staff and excellent value for money.,Aldi
140,"Normal great choice, with covered parking, on your way home from work.",Aldi
141,Great shop fantastic staff. Always a pleasure to shop there,Aldi
142,Grand spot for the shopping of all kinds. Great specials and great clearance discounts.,Aldi
143,This is a brand new building and its one of the better stocked Aldi stores i have seen.,Aldi
144,It's a Aldi like all the others but this one has cool car parking arrangement very clever !,Aldi
145,Great store well stocked got all I needed.,Aldi
146,Good prices but I didn't found that was needing... Almond flour,Aldi
147,Great value for money. Some of the management are very rude with attitude.,Aldi
148,"Well organised, clean and quality food: fresh fruit and vegetables, quality meat and chicken...",Aldi
149,A great store with ample parking and superb staff.,Aldi
150,"Everything you would expect from an Aldi, convenient location, parking and we'll stocked.",Aldi
151,"Good prices,  good location, parking option.",Aldi
152,Great shop for good food and good prices 🇮🇪💪💯 …,Aldi
153,Good and inexpensive. Small so easy to get around.,Aldi
154,Friendly staff. Spacious aisle for trolley. Fresh fruit and vegetables.,Aldi
155,Social distancing positively encouraged felt safe shopping,Aldi
156,Great and cheap supermarket with quality products. I recommend,Aldi
157,"Great supermarket! New, organized, clean, and prices are very cheap",Aldi
158,Has everything you could want. Great place to shop.,Aldi
159,I like the shop but they didn't have the items from the magazine and no one could help me,Aldi
160,"Products that are available for a long time, are no longer sold without prior notice or some return forecast, example: caramel.",Aldi
161,I love Aldi don't shop anywhere else to there food to there wine perfect,Aldi
162,Great shop you can find all you want there.,Aldi
163,Great underground car park never too long a wait at the till,Aldi
164,Great place with a covered parking space. Kind staff,Aldi
165,"Massive building, big store and parking lot at two floors, but why the hell they don't have customer toilets?",Aldi
166,Underground carpark.  Escalators directly to the store.,Aldi
167,Great to see it doing well. Positive addition to our area,Aldi
168,"Good value, selection and well laid out.",Aldi
169,It's very nice comparing to other Aldi markets but it is still Aldi ;-),Aldi
170,The first Aldi in Ireland to have underground parking - very handy when it rains!,Aldi
171,Maybe the cheapest supermarket in the area but it doesn't have many things. It's handy,Aldi
172,Great shopping and parking,Aldi
173,BIG plenty of parking clean staff very helpful,Aldi
174,Better than the city center. Good prices too.,Aldi
175,"Good stock, good parking facilities.  Fresh products.",Aldi
176,Nice shop but fresh baked bread is missing,Aldi
177,"Great selection here, easy access and parking indoor",Aldi
178,"Cost effective, generally quiet and plenty of parking",Aldi
179,No local transport and very far if you don't know where to go.,Aldi
180,"Well stocked shop
Could do with more attendance on the tills",Aldi
181,When you need just a lidl bit more they have aldi things you need. I'm disgusted with myself for writing that.,Aldi
182,"Had problems with this store, some of the staff are gentlemen and ladies SOME",Aldi
183,"Great shop, great value for money, Do great deals 👍 …",Aldi
184,My favourite branch!  Lovely big parking and big shopping area !!!!,Aldi
185,Great store to shop staff are very helpful,Aldi
186,Fine big store with great value on offer.,Aldi
187,They have alot of choice and the staff are very helpful,Aldi
188,Great supermarket cool staff always a buz to shop,Aldi
189,Cheap  a handy get most of my shopping  here,Aldi
190,Lots of products with great prices and friendly staff!,Aldi
191,Well stocked and very friendly staff,Aldi
192,There are always good prices and nice deals.,Aldi
193,Shelfs are quite empty 1-2h before closing times.,Aldi
194,A great Aldi. It's just a shame it's not on the ground floor. All the escalators are a bit annoying.,Aldi
195,Good parking under shop.  Always busy.,Aldi
196,Nice and quite shop. Good for budget shopping,Aldi
197,It is facing Lidl. It is a great discount shop. Buy more for less!,Aldi
198,My favourite supermarket here in Ireland. Best prices.,Aldi
199,Love Aldi. I love the mixed sea food,Aldi
200,"Great staff, great diacount, fresh food",Aldi
201,They are NOT practising  social distancing in this store unlike lidl  across the road!,Aldi
202,Nice staff and perfect location for me :) teşekkürler Aldi'ciğim...,Aldi
203,Perfectly locAted across.the road from a Lidl. With ample parking,Aldi
204,Always fresh food at competitive prices.,Aldi
205,Lots of things to choose from good quality good value,Aldi
206,date expirey missing on several items and fruit quality very poor  back to tesco,Aldi
207,Lovely store.  Vera and Irina very helpful..,Aldi
208,Great to shop products always fresh,Aldi
209,Very good layout with lots of parking,Aldi
210,Not great price not on view easy for shopper to find,Aldi
211,Very nice and healthy food avalible,Aldi
212,I like Lidl next door better,Aldi
213,Great shop. Could do with bakery,Aldi
214,Huge range of goods at great prices,Aldi
215,They have parking place In basement. Friendly staff same price as rest of the aldi have,Aldi
216,Great value and efficient staff.,Aldi
217,Good store. Helpful staff.,Aldi
218,"Great prices, low and good variety",Aldi
219,Lovely staff.  Effecient service,Aldi
220,Great place go all the time.,Aldi
221,"Good value, good selection and convenient.",Aldi
222,Are u askin me how i rate this store my brudda?,Aldi
223,Big and tidy. Fresh veggies were lacking tho,Aldi
224,"Excellent staff, love this store 🔥 …",Aldi
225,A bit more pricey than the Lidl across the street.,Aldi
226,This Aldi is my favourite. Staff are very friendly.,Aldi
227,Good store with good staff.,Aldi
228,great value for money. love it,Aldi
229,Great spot.. love this shop,Aldi
230,Free parking but a little bit dirty place.,Aldi
231,Great value and amazing products,Aldi
232,Really organize and the staff is really nice.,Aldi
233,Excellent service can't fault,Aldi
234,Needs empty stock boxes tidied from floors note regularly.,Aldi
235,good. Parking is a bit confusing though,Aldi
236,Super cheap and nice food,Aldi
237,Great fresh food selection,Aldi
238,Modern store with the classic aldi layout. Cheap as ever,Aldi
239,Convenient but shelves need to be stocked,Aldi
240,Low cost supermarket with excellent local produce,Aldi
241,Great Value great staff.,Aldi
242,"Great value,good quality.",Aldi
243,Great selection Great for social distancing,Aldi
244,Always a pleasure to shop here,Aldi
245,Good selection of fresh food,Aldi
246,Why open at 9?????,Aldi
247,Orderly entry and exit and helpful staff,Aldi
248,Very cheap im happy,Aldi
249,Pack black!!!! But the service was very fast.,Aldi
250,It's a supermarket. It's a fun filled experiance,Aldi
251,Confused  - they changed all the shelving arrangements,Aldi
252,"Good fruit and veg, meat and cheese",Aldi
253,May be the best Aldi in town!,Aldi
254,Broad home brand. Good prices in General.,Aldi
255,Advertising and then the stock not there when you get there,Aldi
256,Very reasonable and great choice,Aldi
257,Dirty and messy. Good prices.,Aldi
258,Have what you need and some stuff you didn't know you needed,Aldi
259,"Great value at aldi this morning,",Aldi
260,Cheaper than Lidl 👽 …,Aldi
261,"Sneekey shixxs i was clamped, nasty trick.",Aldi
262,Great place to shop 0k I,Aldi
263,Good place for groceries.,Aldi
264,Enough goods to choose from. Clean shop.,Aldi
265,"Great price, great staff",Aldi
266,It's Aldi. Quality at an affordable price,Aldi
267,Good value groceries.,Aldi
268,Aldi is the best,Aldi
269,Very cheap products cheapest around,Aldi
270,Not very clean . Not very organised.,Aldi
271,this is were I do my weekly shop,Aldi
272,Nice and small Aldi,Aldi
273,Disappointing.  New layout but no newspapers,Aldi
274,Clean and tidy place.,Aldi
275,It was a good experience there,Aldi
276,As good as an Irish Aldi gets!,Aldi
277,Very polite staff,Aldi
278,Has everything you need and cheap,Aldi
279,Excellent value in wines!,Aldi
280,"Great market, great prices",Aldi
281,"Whatever you need, you can find it here!",Aldi
282,Great value for money,Aldi
283,"You’ve seen one, you’ve seen em all",Aldi
284,Excellent value and produce,Aldi
285,Great place to shop,Aldi
286,Always a good deal,Aldi
287,Don't buy much in Aldi,Aldi
288,Everything you want 👍 …,Aldi
289,Good customer service,Aldi
290,Great for vegetables shoppers,Aldi
291,Carpark is a nightmare.,Aldi
292,Not enough people on the tills.,Aldi
293,The best in Dublin ever!,Aldi
294,Good value 👍😊👌 …,Aldi
295,Good quality stuff,Aldi
296,Not bad!,Aldi
297,I prefer lidl :p,Aldi
298,Cheap and good quality,Aldi
299,quality for a cheap price,Aldi
300,Great store.,Aldi
301,The escalators never work.,Aldi
302,Very good,Aldi
303,All good,Aldi
304,👍 …,Aldi
305,Large selection of specials,Aldi
306,Great for parking,Aldi
307,Great prices.,Aldi
308,Large parking area.,Aldi
309,The prices are good,Aldi
310,Staff are very rude,Aldi
311,Great shop.,Aldi
312,Great selection,Aldi
313,Best aldi in town,Aldi
314,Brilliant to shop,Aldi
315,Good parking,Aldi
316,Good value,Aldi
317,Fair prices,Aldi
318,Great value,Aldi
319,Very poor services,Aldi
320,Good selection,Aldi
321,Lovely staff,Aldi
322,Its Aldi,Aldi
323,Cheap and affordable,Aldi
324,Excellent range,Aldi
325,Great.,Aldi
326,Great place,Aldi
327,No queuing..,Aldi
328,Love this place,Aldi
329,Great as usual,Aldi
330,Cheapest Weekly shop,Aldi
331,Good shop to shop,Aldi
332,Best in town,Aldi
333,Good stuff,Aldi
334,The usual,Aldi
335,Very handy,Aldi
336,Prefer to lidl,Aldi
337,Ok,Aldi
338,I love it!,Aldi
339,I'm,Aldi
340,Excellent!,Aldi
341,A lot of things,Aldi
342,Nice,Aldi
343,Like this supermark,Aldi
344,Good,Aldi
345,Easy to locate,Aldi
346,Hmmm?,Aldi
347,Not bad,Aldi
348,Pleasant,Aldi
349,Great aldi,Aldi
350,To far from the aldi,Aldi
351,Shop,Aldi
352,Cheap,Aldi
353,Good supermarket,Aldi
354,Good parking,Aldi
355,Great parking,Aldi
356,Good prices,Aldi
357,Great shopping.,Aldi
358,Good price!,Aldi
359,Great for shopping,Aldi
360,Great,Aldi
361,aldi is great,Aldi
362,Good,Aldi
363,Great,Aldi
364,Excellent,Aldi
365,nice,Aldi
366,"Free parking, sufficient products 19.00 New Year's Eve, Good prices, basket €85, in rich Greece it would cost at least €100+.",Aldi
367,"I only go when I can't find things at Lidl, because I find them cheaper in general",Aldi
368,Always enjoy shopping here because it is much cheaper than other supermarkets. There are also lots of branches everywhere,Aldi
369,"This is a place where you can buy cheap food, water, and wine in Ireland. While driving, I found it by chance on Google Maps and was very satisfied.",Aldi
370,"I really liked this store, there is a great variety of products and at a good price, compared to the store across the street, congratulations.",Aldi
371,Good quality of food and good prices. Parking available.,Aldi
372,Standard aldi shop,Aldi
373,Convenient parking,Aldi
374,"Good prices, especially the drink",Aldi
375,Ok price. Such a range,Aldi
376,Good price quality.,Aldi
377,Alright,Aldi
378,It's a pity that it's far from the apartment.,Aldi
379,Clean and spacious,Aldi
380,Good prices,Aldi
381,Good Aldi,Aldi
382,👍👍👍👍👍 …,Aldi
383,food is cheap,Aldi
384,It's Aldi FFS,Aldi
385,👍 …,Aldi
386,Good Aldi store,Aldi
387,Big Aldi store,Aldi
388,Normal Aldi,Aldi
389,Bitta Aldi,Aldi
390,Great Aldi,Aldi
391,Standard Aldi,Aldi
1,"Very shocked as I used to love shopping in this Aldi, then today I'm shocked at the rudeness of not one but two cashier's, they were chatting and chatting to customers and as soon as they seen me walking up, the first till the blonde woman slid the red ""till closed"" bar down the belt, and the same thing happened at the next till. Very rude as then when I went to the only till open, other people filled up the belts that had been closed as I approached. Quite shocked as usually had a very good experience in this Aldi and was a regular customer there but I will think twice in future and just pray that there isn't ignorant staff on the tills.",Aldi
2,"What a great purchasing experience I had today. I visited Aldi to purchase groceries around 7pm. I am very impressed of customer service by casher, whom was positioned close to flower section . I don’t remember casher’s name. But, i like to praise this casher’s customer service. There was quite long queue. She actually checked my purchased products. She found out egg packaging. She was telling me that one of my egg that purchased might be broken as soon as she found out leakage of water on egg package. She opened the egg package and she re-checked.  Even if she was busy to handle many customers, I felt that she was caring customers. Thank you for your service again.😍",Aldi
3,"Unlike the LIDL down the street, which has a couple of manned tills, but doesn't use them, this ALDI has no self-checkouts.
So if you're like me and don't like to use them, this is the place to go 😉 …",Aldi
4,Not as much variety as before... Used to love their perfumes and beauty section but it's now very small. Ditto the bargain section. But still great quality at good prices and friendly staff.,Aldi
5,"In past 2 years visiting this shop I can not find everyday the products I need, many times you go at the fruit stand and are no plastic bags, you go at the meat stand you can not find meat every time. They doing an amaizing hazelnut croissant,  wich I love it but again you dont find it everytime. I tryed to go mornings ,afternoons and evenings. The same thing some shelves are empty. Every Sunday I go in shop, I find out they dont have plastic bags for fruits.  If u try to tell someone in the shop, they will take no action!",Aldi
6,"My Dublin Men
My Dublin is Full Now All Thank You to me Alone Myself 🖤😍❤️🎁☕🥤 …",Aldi
7,They have mostly have daily needs grocery. But there is less variety in some items. Also the billing may take time in rush hours.,Aldi
